"행정구역(시)별(1)",2023,2023,2023,2023,2023,2023
"행정구역(시)별(1)",농가 (가구),농가 (가구),농가 (가구),농가인구 (명),농가인구 (명),농가인구 (명)
"행정구역(시)별(1)",소계,전업,겸업,소계,남자,여자
"합계",30357,14600,15757,72985,36645,36340
"제주시",17170,6615,10556,43244,21360,21884
"서귀포시",13186,7985,5201,29741,15285,14456
